age,monthly_income,employment_type,years_employed,existing_emi,repayment_history,risk_label,approval_status
28.21791921348493,27994.100048186912,self-employed,5.040420328235761,14714.97344781254,0.8996714153011233,high,not_eligible
51.59949063671967,83939.67902747942,self-employed,6.350670982827268,6128.0203643185605,0.8361735698828815,low,approved
38.40606191226783,42654.46111376264,self-employed,12.376255437371045,7810.963685081572,0.9147688538100692,medium,not_eligible
23.376364967692567,33843.16841184526,self-employed,3.325227119939635,9832.665664024624,1.0,medium,not_eligible
44.63399903436569,82865.07949026937,self-employed,14.983219604000825,8586.156046562837,0.8265846625276664,high,not_eligible
29.23251017072243,58115.17591824719,student,10.828740669113476,4896.681787559836,0.826586304305082,high,not_eligible
46.92646491782504,20519.93223956503,salaried,2.826054585794748,5277.850209669412,1.0,medium,not_eligible
21.57330018170628,47012.54676949757,self-employed,3.940414494545264,3766.5908936542514,0.9267434729152908,low,approved
47.33962941965897,22708.93212034813,student,7.927772265271569,3977.5431539590154,0.8030525614065047,high,not_eligible
43.687099535677056,12567.335905052618,unemployed,3.916180214811793,1115.8442624054398,0.9042560043585964,low,approved
43.3096751717643,62638.46872707283,salaried,3.118761366150381,3965.0360509127067,0.8036582307187538,medium,not_eligible
51.92163526885157,54333.02469979647,salaried,8.89014505861881,4044.9552026544748,0.8034270246429743,low,approved
45.725622470482605,68897.95193177697,self-employed,12.380419293711284,1986.5356251632186,0.8741962271566034,low,approved
51.77166749001491,56352.79918834891,student,12.216205450418132,5580.21074515581,0.6586719755342202,high,not_eligible
51.19804718219307,55722.33061202075,self-employed,9.331617717037684,1946.4409553044534,0.6775082167486967,low,approved
45.12211405419031,74000.81942529594,self-employed,9.952316232171018,4510.546521631619,0.7937712470759027,low,approved
23.342383135946854,72940.46386242502,student,11.550812648191346,4408.195460698667,0.7487168879665576,high,not_eligible
53.08445326211335,82357.51253672432,student,13.847133177967365,1667.6694092617681,0.8814247332595274,medium,not_eligible
22.7439054065158,39383.43330531059,self-employed,9.213560826899077,7743.614941613364,0.7591975924478789,medium,not_eligible
28.72899753084764,51033.64863698828,self-employed,2.9627861161165683,9781.343061490685,0.7087696298664709,high,not_eligible
20.0,80316.0,salaried,5.0,1535.5544738815775,0.9965648768921552,low,approved
31.191128895919665,37904.60720613232,unemployed,11.61092214375244,4285.860531157967,0.8274223699513464,low,approved
18.96417165581948,61815.08575090906,unemployed,8.319263415027583,4626.661175467103,0.8567528204687923,medium,not_eligible
56.02501379956455,88563.99331449335,salaried,12.395634827030996,7616.411402747976,0.7075251813786543,high,not_eligible
39.98561133259725,65162.01023809855,self-employed,13.220282941322482,4575.318955696252,0.7955617275474817,low,approved
49.309066040528016,43258.37183279393,salaried,8.799756210804244,6482.679803941734,0.8610922589709866,medium,not_eligible
48.96741156896375,63965.40720413869,self-employed,13.091395687577968,646.9465343195164,0.7349006422577697,low,approved
47.53046058663945,53296.4816102232,self-employed,9.238709016366586,9006.362315099002,0.8875698018345671,medium,not_eligible
34.35525502428666,75316.33722762033,unemployed,0.0,6026.761334274122,0.7899361310081194,medium,not_eligible
39.2058676439844,28966.16562770403,salaried,0.0,6172.04415914022,0.8208306250206723,high,not_eligible
29.15938276628942,28972.372119040887,unemployed,8.263000156563724,10418.860991969603,0.7898293387770603,high,not_eligible
44.49998327674857,37685.59728505217,student,14.35269955327834,1615.4066697563346,1.0,low,approved
40.90543085336165,66544.88254626124,self-employed,12.197808889942385,2434.348083867011,0.8486502775262066,medium,not_eligible
45.41701727050796,81299.67609312142,self-employed,9.873400378763774,8570.703572817085,0.7442289071044099,medium,not_eligible
25.63882712754331,91715.58963446002,salaried,6.609942441933718,1450.7567527834306,0.9322544912103188,low,approved
40.106939127914046,56123.89250229717,unemployed,4.143184431795457,3415.238459096948,0.7279156350028977,low,approved
56.0,65609.0,student,4.0,2638.7948802392484,0.8708863595004755,medium,not_eligible
44.032739979894245,27613.92312420423,salaried,9.908051758923694,7786.342823248236,0.6540329876120224,medium,not_eligible
18.36979607269137,25808.41487795904,unemployed,13.286581478770865,3653.2888191952584,0.7171813951101569,low,approved
26.59666491296608,53801.83602426743,self-employed,3.246689223760722,4496.775633098059,0.8696861235869123,high,not_eligible
44.6817517009004,10105.479647684737,salaried,0.0,7059.583902371013,0.923846657999541,medium,not_eligible
55.700440090914284,98169.19254578472,self-employed,3.0629425171002835,7550.179843561302,0.8671368281189971,medium,not_eligible
18.632035679944668,74636.76901500911,salaried,11.814649548242606,7331.280901791358,0.8384351717611759,high,not_eligible
24.230029655147227,60362.72397196267,self-employed,1.9537829737208088,942.3289793893216,0.8198896304410711,low,approved
39.48589060044652,101929.71641703488,salaried,8.130175470863847,10539.074419835239,0.7021478009632572,high,not_eligible
31.05812624558497,92653.87726639496,salaried,7.415653337512329,14110.658871116146,0.7780155791605291,high,not_eligible
50.78931489193333,90745.4054080091,student,7.794503011374661,5398.589519211409,0.8039361229040212,high,not_eligible
47.269631919658366,58746.45559399093,salaried,4.923357481302007,9366.807056882175,0.9557122226218916,high,not_eligible
38.91437975183349,84002.21418127733,unemployed,2.048565360762973,8701.539237515306,0.8843618289568461,medium,not_eligible
40.23277013135875,77763.39041565836,unemployed,4.781389475743147,1737.4010644242378,0.6736959844637266,low,approved
38.48359703834118,78682.92656315674,student,9.74760185338086,924.0228746562451,0.8824083969394795,low,approved
44.51524734872747,92120.60858942826,salaried,12.94582082146258,6805.728685307406,0.8114917719583683,medium,not_eligible
41.96780966016668,13787.6014947084,student,0.0,398.7458380417323,0.7823077999694041,low,approved
46.94785501262016,97849.14302971963,self-employed,14.597766759272853,6171.9188652113,0.9111676288840868,medium,not_eligible
18.85596123682345,18360.524886428462,unemployed,8.65433772350293,8084.461468966898,0.9530999522495952,high,not_eligible
52.122952861621066,48326.90914132498,salaried,11.261600744197072,7933.946537037186,0.94312801191162,high,not_eligible
23.91819175733141,45230.52949018877,salaried,7.500064537688536,9644.14991952961,0.7660782476777361,medium,not_eligible
30.630495604984567,95185.26900694388,salaried,6.009956426644808,8373.98776811922,0.8190787624148785,high,not_eligible
46.29190157964501,43957.42090639682,self-employed,5.043622483554381,9596.193246246337,0.8831263431403564,medium,not_eligible
19.605731093950578,42042.55663197434,unemployed,2.8290320264589432,8379.4759825652,0.947554512712236,medium,not_eligible
58.260977583309625,92203.28409059445,unemployed,9.28685758549322,1596.2445590987859,0.802082576215471,low,approved
45.91819474263078,15661.455060934735,unemployed,1.9855305791718512,3846.1299835920627,0.8314341023336183,high,not_eligible
49.340485917470446,26277.210703698973,unemployed,2.839969322931509,2486.1691183157714,0.7393665025993972,low,approved
23.67701621704624,68525.93459569031,salaried,1.0510894613326334,6298.332656303274,0.7303793375919329,medium,not_eligible
42.36814798177304,29844.729405608505,unemployed,2.963282487944653,9547.06388543917,0.9312525822394198,high,not_eligible
29.151339823039496,15781.4744982361,salaried,11.90394020821172,11728.105437275666,0.9856240028570824,high,not_eligible
50.74373400397037,85222.61140115117,student,13.88331709276024,2663.6365673527453,0.8427989878419666,medium,not_eligible
41.49364051705285,29167.31033851074,salaried,0.0,2917.581993062928,0.9503532897892024,low,approved
19.274605228815545,63427.9183884286,student,12.783541217649963,6701.837250496865,0.8861636025047634,high,not_eligible
42.76076990952201,37349.876980842135,student,14.04876835542182,1674.5908040045333,0.7854880245394875,medium,not_eligible
27.446899990182786,14317.56011657937,salaried,12.33304419589727,14279.082798237056,0.8861395605508414,high,not_eligible
24.19448834547279,88858.1184214037,salaried,7.000075681748383,3234.776613410832,1.0,low,approved
27.908057980990755,51912.98923942002,unemployed,2.0101562951688727,4080.870926414371,0.8464173960890048,low,approved
49.81380789751302,83155.33339536573,unemployed,7.126028165745378,4856.720671810872,1.0,low,approved
29.602900755086424,15629.60948059481,salaried,12.314066900808704,3850.274994527252,0.5880254895910255,low,approved
53.47488051939314,58953.284844799295,self-employed,11.746264715765212,5890.929611793893,0.9321902504375223,low,approved
49.76876284766887,48044.91614409893,salaried,8.75031376896658,3481.9582990124313,0.858704706823817,low,approved
59.534943380806666,26029.84385863087,student,5.1326981275497685,1669.95889660387,0.8200992649534132,low,approved
48.2639534244932,87289.16731909639,unemployed,8.021803042313488,12950.01897317141,0.8591760776535502,high,not_eligible
40.81597867321283,65751.55938885023,unemployed,1.0073309425540855,6881.091785640989,0.6512431085399106,high,not_eligible
43.155762715303176,71728.00301181932,student,9.923450584686693,5643.34899138391,0.8280328112162488,high,not_eligible
39.335100464042135,56490.2049819176,unemployed,4.017805479539347,4451.481513636689,0.8857112571511746,low,approved
31.401120579890826,93817.55304913977,unemployed,12.994857002718993,14656.87445496228,0.9977894044741517,high,not_eligible
48.749434218199866,42397.751205862856,student,8.175422723587847,3933.0688814555733,0.7981729781726352,medium,not_eligible
38.2598961099073,64525.19067735104,unemployed,0.9065952974639868,3278.7511259578914,0.7691506397106812,medium,not_eligible
19.741346855312003,60872.538006972136,salaried,3.2025298476773547,7166.211666336526,0.7998242956415463,medium,not_eligible
40.26800119338538,57238.58726204908,unemployed,0.9976480705074396,1758.9649060774727,0.9415402117702074,low,approved
47.001042065808825,87506.86510188966,unemployed,8.399106574893585,3752.6822552241615,0.8828751109659684,medium,not_eligible
53.88687994440821,14228.705714536803,student,6.8573117117726365,2243.1049944492993,0.7970239796232961,medium,not_eligible
59.35895765444539,13956.867305662165,student,4.27267024211597,1500.4492745509338,0.9013267433113356,medium,not_eligible
51.24263668431112,27149.556714586488,student,6.606182733678367,3176.68977322151,0.859707754934804,medium,not_eligible
20.80960975634051,23254.09178452722,unemployed,14.92107778806746,2926.8582448718075,0.9468644990532888,low,approved
60.56275102488877,65192.726321810886,unemployed,6.349306479831447,7841.743522996805,0.7797946906122647,high,not_eligible
27.204881488000456,56534.74770178401,salaried,5.456537880705175,5670.118122639914,0.8172337853402232,high,not_eligible
45.978193370810025,17924.20173170274,unemployed,1.8405502669128804,6263.324808957277,0.8107891846867842,low,approved
21.771652956644783,61103.99655642079,student,12.338566427358169,535.973658587385,0.7036485051867881,low,approved
30.681104219236538,72436.68249231948,self-employed,9.43154917100306,11483.860695446485,0.8796120277064576,high,not_eligible
43.649307853866375,64323.39458089951,unemployed,5.991117370065018,7238.969846677505,0.876105527217989,medium,not_eligible
33.397262128915216,32201.818644341,unemployed,7.865208867596007,6611.651806637732,0.850511345664246,high,not_eligible
49.63860311670699,48442.83944311959,salaried,9.526668718333504,4891.059249983162,0.8265412866624853,high,not_eligible
19.525551355248822,67163.45590437517,unemployed,7.847899007761145,4891.715029722078,0.7084629257949585,medium,not_eligible
19.48388995702328,80368.85473461104,salaried,0.0,3695.8499124678215,0.807935467723464,medium,not_eligible
25.61217594558932,88733.32749113353,salaried,7.298874591509949,4155.572281301648,0.815728548347323,medium,not_eligible
24.026913162717868,43686.0589933414,salaried,4.100240281883869,8129.31023715803,0.769772273077838,high,not_eligible
40.60975815701398,81053.98574323062,self-employed,2.134663266289301,1977.6357987252306,0.833871428833399,low,approved
51.62304397660917,51576.85217191099,salaried,2.916337926775536,12045.713757816296,0.8904050856814538,high,not_eligible
20.681351711077355,63900.78591978576,unemployed,8.277837492786556,11197.579788193172,1.0,high,not_eligible
57.04602107344461,79712.37696692663,salaried,6.391509266194706,7953.215356814046,0.8674577812831838,high,not_eligible
56.49006963396626,12982.923515470797,student,4.087828275357354,522.1289508104122,0.8757550390722764,low,approved
22.518140478398447,54306.17575352048,salaried,8.689810419429435,3755.614348279562,0.8425554084233833,low,approved
22.079391989769395,84118.51991166137,salaried,6.950964368369865,2989.199102648127,0.6581228784700959,low,approved
50.48209067073047,95169.230143538,salaried,2.125383036878852,1472.2087943039214,0.8473486124550783,low,approved
24.723994036338617,28750.66637441776,self-employed,3.231270567945544,2834.6929222943427,0.8560230209941027,low,approved
