age,monthly_income,employment_type,years_employed,has_property,has_vehicle,num_previous_loans,missed_payments,credit_score_proxy,risk,assigned_limit,income,loan_amount,credit_score,risk_label,repayment_history,emi_delays,monthly_txn_count,avg_txn_amount,spending_ratio
28.21791921348493,27994.100048186912,self-employed,5.040420328235761,0.0,1.0253873430966391,3.078701050776612,3.052043390681761,876.555047377669,1.0016233681396165,14714.296994787754,108368,58099.82298541693,760,high,0.8996714153011233,6,14,3528.3578520630326,0.4558265348523776
51.59949063671967,83939.67902747942,self-employed,6.350670982827268,0.0,0.9654821228796494,3.7314061006044086,1.0386249003811785,679.9329589945196,0.0,29290.796718688925,109835,40853.46909545707,708,low,0.8361735698828815,0,32,2479.7073808925775,0.7224530995453405
38.40606191226783,42654.46111376264,self-employed,12.376255437371045,1.0368789501012126,0.0,2.9148451613896995,1.914368539348413,455.6023277587119,1.0896466891279224,18326.16029779595,76886,32073.09123387715,589,medium,0.9147688538100692,3,37,3468.7399052943533,1.0
23.376364967692567,33843.16841184526,self-employed,3.325227119939635,0.9763440345247504,0.0,1.9790147356747807,0.0,362.83676576133286,0.9858516958512475,12790.116557303912,91777,45551.104426830825,569,medium,1.0,3,47,3264.7123488260977,1.0
44.63399903436569,82865.07949026937,self-employed,14.983219604000825,1.1158708982299912,0.9621777300581656,2.003463204587509,2.008537029184788,480.4093321993923,0.9958015912181754,35664.32413937247,62057,30574.37364375225,481,high,0.8265846625276664,4,30,4714.036099930481,1.0
29.23251017072243,58115.17591824719,student,10.828740669113476,0.0,0.0,1.9379857337865016,0.9219309657684974,494.6930486347629,0.9639059728589172,22214.14691598538,12694,5977.878583732241,539,high,0.826586304305082,4,33,251.1356608659776,0.6528656694956091
46.92646491782504,20519.93223956503,salaried,2.826054585794748,0.0,0.9928833687661188,2.0574785471789645,1.9199522374145312,692.2275829777116,0.0,13670.073804578124,61979,21852.334731129413,641,medium,1.0,2,31,4814.859883746684,1.0
21.57330018170628,47012.54676949757,self-employed,3.940414494545264,1.0016948117529054,1.0229607698085064,4.184572612757083,2.0191890442885727,542.1667521035395,0.0,19783.26313009758,56321,18443.939291028342,710,low,0.9267434729152908,1,22,794.8827285622898,0.3104955527844033
47.33962941965897,22708.93212034813,student,7.927772265271569,0.9693326790632024,0.0,4.508614316456068,1.9411173532464407,707.7479555730998,0.0,12167.8644919043,13313,6516.954359726768,316,high,0.8030525614065047,3,44,375.181712144571,1.0
43.687099535677056,12567.335905052618,unemployed,3.916180214811793,1.017043925391624,0.0,0.0,4.04584400899617,957.1356985826852,1.0410807859893767,9844.59286344918,26694,7438.9617493696,880,low,0.9042560043585964,0,14,2169.60421459528,1.0
43.3096751717643,62638.46872707283,salaried,3.118761366150381,1.0279200431394386,0.0,3.984761693593176,0.951050030833684,506.2878066024048,0.0,23809.035232811628,31944,13100.240339418046,885,medium,0.8036582307187538,2,46,2454.8931321195537,1.0
51.92163526885157,54333.02469979647,salaried,8.89014505861881,0.8864282825917889,0.0,3.431182649517448,3.025575445012835,469.0208426629163,0.9759632304440004,17628.615847793124,89172,26966.3680176965,761,low,0.8034270246429743,0,9,4714.46570073356,0.4758241522742794
45.725622470482605,68897.95193177697,self-employed,12.380419293711284,1.0297547441785295,1.0169440313963665,1.9665843023523133,3.8017921065768414,351.08142581969383,1.0488219746751308,23112.50383037956,49624,13243.570834421458,796,low,0.8741962271566034,0,14,719.4708027707588,0.20297822099771531
51.77166749001491,56352.79918834891,student,12.216205450418132,1.0102664283359606,1.007191817530707,4.132763054343291,4.249551328508632,825.0259110036898,0.9615698247719268,24679.28900096193,8072,3868.071634372072,448,high,0.6586719755342202,5,25,523.7956054479125,1.0
51.19804718219307,55722.33061202075,self-employed,9.331617717037684,1.0526211487246038,1.0006419727912828,4.449596686998038,1.0660986913520718,954.611892081245,0.0,24317.0972320658,34073,12976.273035363023,863,low,0.6775082167486967,0,28,1587.977935523851,1.0
45.12211405419031,74000.81942529594,self-employed,9.952316232171018,0.0,0.9722928753216707,4.226919913223142,1.947803100610657,458.6351823325033,0.9510460640755446,25331.89576518013,111774,23403.643477544127,754,low,0.7937712470759027,1,42,4301.905571420509,1.0
23.342383135946854,72940.46386242502,student,11.550812648191346,0.0,1.0526124639525314,3.673739378518485,2.0063797880004,654.8225606903666,0.0,27898.276898541324,16434,9387.96973799112,336,high,0.7487168879665576,3,7,1111.5457565046538,0.4734587012007166
53.08445326211335,82357.51253672432,student,13.847133177967365,0.0,0.0,1.9959563448668565,3.046774624594041,422.1387149044309,0.993094256285752,29675.89335394726,9307,4451.129395078455,827,medium,0.8814247332595274,1,44,458.7914557370321,1.0
22.7439054065158,39383.43330531059,self-employed,9.213560826899077,0.0,0.0,2.1140686132676514,1.1118520287956213,646.1385849238192,0.0,17869.589357593224,86274,38290.76627742243,766,medium,0.7591975924478789,2,35,1580.3584218447781,0.6411264664275127
28.72899753084764,51033.64863698828,self-employed,2.9627861161165683,0.0,1.0618408793507446,1.9579414049969184,1.0975586904661765,815.3808370342481,0.0,21559.06028080896,83472,45208.95374327123,406,high,0.7087696298664709,3,45,7715.779590714577,1.0
20.0,80316.0,salaried,5.0,1.0,0.0,4.0,0.0,888.0,0.0,32974.0,45939,10237.029825877184,750,low,0.9965648768921553,0,41,3678.07750462099,1.0
31.191128895919665,37904.60720613232,unemployed,11.61092214375244,0.0,1.114318176740647,4.116333510204579,0.0,642.8667169275421,1.0408882183081132,16714.42679241382,98981,28572.40354105311,742,low,0.8274223699513464,0,6,1492.0432776917155,0.09044422329689833
18.96417165581948,61815.08575090906,unemployed,8.319263415027583,0.0,0.0,4.618904971892405,0.0,839.113010868476,1.0928051538304933,27862.94172501079,37706,17511.074503114018,763,medium,0.8567528204687923,2,6,2158.8852460469334,0.34353448990297564
56.02501379956455,88563.99331449335,salaried,12.395634827030996,0.0,1.0394229761739504,4.205778436092416,3.7803011899886063,865.6576700476614,0.9472281719500985,32147.283882077765,50561,10776.076018319842,445,high,0.7075251813786543,6,43,885.018766194579,0.7526711684176915
39.98561133259725,65162.01023809855,self-employed,13.220282941322482,0.9782008378691904,1.0651731099894843,3.8262966841051096,1.0299500007566431,322.38109726728,1.0297370371358052,23548.14717904165,112033,23835.45970464168,747,low,0.7955617275474817,1,46,9562.698530190932,1.0
49.309066040528016,43258.37183279393,salaried,8.799756210804244,0.0,0.0,3.854312379432248,3.2573759458868388,667.069758516641,1.022520096279268,20130.061931353423,47043,23217.86535961156,873,medium,0.8610922589709866,3,48,3065.8514192791117,1.0
48.96741156896375,63965.40720413869,self-employed,13.091395687577968,0.0,0.99866594401366,2.7453074096552768,1.0747944614094196,592.9998937233174,0.0,25885.13539414037,15136,4312.976895463443,865,low,0.7349006422577697,0,38,386.2771077185768,0.9697760368198942
47.53046058663945,53296.4816102232,self-employed,9.238709016366586,0.0,0.9498879009131836,1.0133661523195618,1.87484171552354,482.9402525534856,1.0703680011185706,20334.130865692907,110599,40042.41543399335,674,medium,0.8875698018345671,3,46,1312.4474595720699,0.5458691592176711
34.35525502428666,75316.33722762033,unemployed,0.0,1.0448964389827464,0.0,0.0,0.0,367.8314639946387,1.0192883646558424,26813.88690246401,58894,20178.40889516082,552,medium,0.7899361310081194,3,24,756.3338916416167,0.30821498623626853
39.2058676439844,28966.16562770403,salaried,0.0,0.0,0.9592376947777864,1.0278688270467229,1.0032140515728978,331.3834491650552,0.8957593018887585,12644.733599254969,43252,21146.9610609348,425,high,0.8208306250206723,3,37,2407.531425797322,1.0
29.15938276628942,28972.372119040887,unemployed,8.263000156563724,0.0,1.002230450702851,1.0096260788755842,3.856350787976964,432.9102691208187,0.9990555713543076,9967.541020126091,59482,29459.073279797354,455,high,0.7898293387770603,6,8,4526.200293278667,0.6087489046472772
44.49998327674857,37685.59728505217,student,14.35269955327834,0.0,0.9767039931866224,2.992075118659409,1.910181246660581,325.3974485332197,1.0251272922868138,13514.999704917436,16842,4102.7111317088975,811,low,1.0,1,49,351.5875393229887,1.0
40.90543085336165,66544.88254626124,self-employed,12.197808889942385,0.8710348011189314,1.032413603252078,2.05256853294806,3.9879251185398377,361.4839483918673,0.8766003299230106,21588.618343146867,24496,9562.32055911341,552,medium,0.8486502775262066,1,48,732.811703078752,1.0
45.41701727050796,81299.67609312142,self-employed,9.873400378763774,0.0,0.9711946022671558,3.898990542763196,2.1011655646166885,440.8642888232133,0.9858916097461534,28228.064015498287,102939,50471.357152113895,567,medium,0.7442289071044099,1,15,4061.2930346225835,0.5918009259788686
25.63882712754331,91715.58963446002,salaried,6.609942441933718,0.0,1.0301395238212312,0.0,0.0,321.54219367301783,0.9591348646572748,30835.447352642703,33026,9671.71168522287,869,low,0.9322544912103189,0,46,978.4583423916476,1.0
40.106939127914046,56123.89250229717,unemployed,4.143184431795457,0.0,0.0,0.0,0.0,582.529696695106,1.0205392236104636,22697.40397870332,47430,16101.589727312989,803,low,0.7279156350028977,1,9,2144.7983851426743,0.40698261577659856
56.0,65609.0,student,4.0,0.0,1.0,0.0,1.0,754.0,0.0,26722.0,14474,4258.632534928324,601,medium,0.8708863595004755,2,29,873.7280834099342,1.0
44.032739979894245,27613.92312420423,salaried,9.908051758923694,0.0,0.0,2.045903012546515,0.0,422.0807294537701,0.9008148062937053,14271.295388544571,92045,31908.95215498824,592,medium,0.6540329876120224,3,41,6594.500269268418,1.0
18.36979607269137,25808.41487795904,unemployed,13.286581478770865,0.920645599079678,0.9547636913930564,0.0,0.0,844.0194540094715,1.0491882286847736,16300.986937011818,65300,24355.258794635058,891,low,0.7171813951101569,0,38,6317.106745831882,1.0
26.59666491296608,53801.83602426743,self-employed,3.246689223760722,0.0,1.048365063660779,1.927001401933808,1.011051562360482,868.5221770865958,0.0,24553.32632127901,19234,9978.50422065373,687,high,0.8696861235869123,3,13,1803.686242841791,1.0
44.6817517009004,10105.479647684737,salaried,0.0,0.0,0.0,0.0,0.9865745341291796,564.2674240830764,0.0,8708.29619613908,68747,27063.892682473423,695,medium,0.923846657999541,3,10,4214.976722470705,0.613114277346023
55.700440090914284,98169.19254578472,self-employed,3.0629425171002835,1.0099097914827646,0.962895967633376,3.805977532207484,0.0,425.8522493882185,0.9374383436563084,34713.180215300024,110071,43667.865623742015,638,medium,0.8671368281189971,1,22,8373.486777778668,1.0
18.632035679944668,74636.76901500911,salaried,11.814649548242606,0.9606076204934544,0.0,0.0,4.107020381772341,497.9643227682778,1.016568149338767,26284.687158766763,65525,28875.206011942388,451,high,0.8384351717611759,3,18,6262.781108727305,1.0
24.230029655147227,60362.72397196267,self-employed,1.9537829737208088,1.047470357948567,0.0,2.1706503862969835,4.3291814497747785,510.9013594043251,1.059838947348304,22537.58361303074,29016,6282.193195928811,788,low,0.8198896304410711,0,23,508.14197485320625,0.402786925200708
39.48589060044652,101929.71641703488,salaried,8.130175470863847,1.027487223680842,0.0,4.076353068384506,0.0,718.9221785106062,0.0,36713.57806133017,86918,50260.496132234926,542,high,0.7021478009632572,3,18,913.2585851872128,0.1891283109755152
31.05812624558497,92653.87726639496,salaried,7.415653337512329,0.0,1.027399990083076,0.0,4.12367096367736,529.2132955254908,1.0217778797350294,30646.37050881212,97403,54071.05914077431,328,high,0.7780155791605291,6,44,1235.2627747897338,0.5580070643691497
50.78931489193333,90745.4054080091,student,7.794503011374661,0.9491317997694964,1.0216947105242329,0.0,1.9439893264967776,827.8897636841002,0.0,37121.87463012159,17816,9323.930128076065,684,high,0.8039361229040212,4,21,1081.4569016033054,1.0
47.269631919658366,58746.45559399093,salaried,4.923357481302007,0.0,0.0,4.113760490264769,2.012135678963068,749.1564316668522,0.0,24430.591063029435,57679,29112.047045881176,594,high,0.9557122226218916,5,39,4536.742222422238,1.0
38.91437975183349,84002.21418127733,unemployed,2.048565360762973,0.981178416563538,0.986120046905383,2.038320736492633,3.783861329717209,846.5301094544799,0.9372718449666234,31672.249786710112,114441,44676.92825010204,676,medium,0.8843618289568461,2,33,4925.1681994391265,1.0
40.23277013135875,77763.39041565836,unemployed,4.781389475743147,1.025919915266008,0.9316516530400488,4.046603654558092,3.735431281555535,413.79350442781936,1.0330176109493243,24121.5776040566,31920,11582.673762828252,813,low,0.6736959844637266,0,46,1885.563101157503,1.0
38.48359703834118,78682.92656315674,student,9.74760185338086,1.0255179656203657,0.9926139951435884,1.975150775073024,1.1318041490237518,588.6611974441539,0.0,28959.212411630386,18644,6160.152497708301,763,low,0.8824083969394795,0,21,1052.882027871703,1.0
44.51524734872747,92120.60858942826,salaried,12.94582082146258,1.0602384019088953,0.0,2.0377991764746177,1.0293127709666277,421.5436003276354,0.9755771225021874,32296.95639216665,52413,25371.524568716035,809,medium,0.8114917719583683,3,47,971.1804066911269,0.8708808714342428
41.96780966016668,13787.6014947084,student,0.0,0.9725648466252038,1.0495642426095877,3.997157670415693,0.9297449317588398,644.9496397242089,0.0,9509.857698990696,10519,2658.305586944882,885,low,0.7823077999694041,0,12,409.64082562354946,0.46731532536197296
46.94785501262016,97849.14302971963,self-employed,14.597766759272853,0.9794203345264272,1.0786965978537708,1.985063642228908,2.053806465192148,447.0798408442058,0.9918068230253811,31058.99348891993,56964,21146.125768075333,570,medium,0.9111676288840868,3,5,669.2793761824186,0.058745819832035896
18.85596123682345,18360.524886428462,unemployed,8.65433772350293,0.0,1.003946543604917,0.0,3.1050385391163715,734.9200867972702,0.926610916589412,12279.53033362184,100092,20563.07645977932,438,high,0.9530999522495951,5,49,1998.1878423619162,0.9782120876367132
